index,axis-0,axis-1,axis-2
186.0,8.0,465.0,1035.0
187.0,8.0,469.0,590.0
188.0,8.0,476.0,1035.0
189.0,8.0,519.0,1023.0
190.0,8.0,526.0,1017.0
191.0,8.0,635.0,907.0
192.0,9.0,368.0,897.0
193.0,9.0,369.0,883.0
194.0,9.0,374.0,909.0
195.0,9.0,376.0,869.0
196.0,9.0,380.0,835.0
197.0,9.0,381.0,854.0
198.0,9.0,386.0,877.0
199.0,9.0,389.0,1005.0
200.0,9.0,392.0,790.0
201.0,9.0,392.0,857.0
202.0,9.0,397.0,782.0
203.0,9.0,399.0,770.0
204.0,9.0,408.0,764.0
205.0,9.0,410.0,746.0
206.0,9.0,413.0,1021.0
207.0,9.0,415.0,817.0
208.0,9.0,418.0,704.0
209.0,9.0,433.0,680.0
210.0,9.0,440.0,665.0
211.0,9.0,445.0,1032.0
212.0,9.0,451.0,643.0
213.0,9.0,453.0,630.0
214.0,9.0,453.0,1034.0
215.0,9.0,468.0,597.0
216.0,9.0,480.0,570.0
217.0,9.0,491.0,559.0
218.0,9.0,505.0,549.0
219.0,9.0,540.0,529.0
220.0,9.0,548.0,1005.0
221.0,9.0,559.0,590.0
222.0,9.0,582.0,531.0
223.0,9.0,615.0,939.0
224.0,9.0,683.0,760.0
225.0,10.0,372.0,965.0
226.0,10.0,373.0,949.0
227.0,10.0,376.0,915.0
228.0,10.0,376.0,927.0
229.0,10.0,376.0,941.0
230.0,10.0,380.0,966.0
231.0,10.0,387.0,868.0
232.0,10.0,389.0,896.0
233.0,10.0,390.0,975.0
234.0,10.0,391.0,941.0
235.0,10.0,391.0,947.0
236.0,10.0,395.0,827.0
237.0,10.0,396.0,806.0
238.0,10.0,396.0,816.0
239.0,10.0,396.0,863.0
240.0,10.0,398.0,836.0
241.0,10.0,398.0,839.0
242.0,10.0,398.0,907.0
243.0,10.0,398.0,989.0
244.0,10.0,399.0,886.0
245.0,10.0,402.0,928.0
246.0,10.0,402.0,982.0
247.0,10.0,403.0,802.0
248.0,10.0,404.0,1002.0
249.0,10.0,405.0,816.0
250.0,10.0,405.0,877.0
251.0,10.0,406.0,788.0
252.0,10.0,409.0,833.0
253.0,10.0,409.0,856.0
254.0,10.0,409.0,995.0
255.0,10.0,410.0,823.0
256.0,10.0,410.0,876.0
257.0,10.0,414.0,987.0
258.0,10.0,416.0,969.0
259.0,10.0,417.0,761.0
260.0,10.0,418.0,816.0
261.0,10.0,419.0,846.0
262.0,10.0,419.0,884.0
263.0,10.0,419.0,992.0
264.0,10.0,420.0,967.0
265.0,10.0,421.0,724.0
266.0,10.0,421.0,765.0
267.0,10.0,421.0,934.0
268.0,10.0,423.0,836.0
269.0,10.0,426.0,693.0
270.0,10.0,426.0,841.0
271.0,10.0,426.0,880.0
272.0,10.0,427.0,955.0
273.0,10.0,428.0,731.0
274.0,10.0,429.0,698.0
275.0,10.0,429.0,960.0
276.0,10.0,429.0,966.0
277.0,10.0,433.0,772.0
278.0,10.0,434.0,809.0
279.0,10.0,434.0,828.0
280.0,10.0,436.0,825.0
281.0,10.0,436.0,983.0
282.0,10.0,437.0,789.0
283.0,10.0,437.0,842.0
284.0,10.0,440.0,860.0
285.0,10.0,442.0,851.0
286.0,10.0,446.0,677.0
287.0,10.0,448.0,995.0
288.0,10.0,450.0,945.0
289.0,10.0,452.0,953.0
290.0,10.0,453.0,649.0
291.0,10.0,453.0,914.0
292.0,10.0,454.0,936.0
293.0,10.0,457.0,683.0
294.0,10.0,457.0,1020.0
295.0,10.0,458.0,655.0
296.0,10.0,459.0,630.0
297.0,10.0,461.0,709.0
298.0,10.0,461.0,1004.0
299.0,10.0,462.0,695.0
300.0,10.0,466.0,669.0
301.0,10.0,469.0,1023.0
302.0,10.0,473.0,645.0
303.0,10.0,474.0,621.0
304.0,10.0,475.0,799.0
305.0,10.0,476.0,628.0
306.0,10.0,476.0,666.0
307.0,10.0,476.0,819.0
308.0,10.0,477.0,594.0
309.0,10.0,478.0,1026.0
310.0,10.0,482.0,656.0
311.0,10.0,483.0,943.0
312.0,10.0,490.0,575.0
313.0,10.0,493.0,651.0
314.0,10.0,496.0,654.0
315.0,10.0,498.0,623.0
316.0,10.0,500.0,641.0
317.0,10.0,500.0,831.0
318.0,10.0,500.0,839.0
319.0,10.0,506.0,879.0
320.0,10.0,509.0,832.0
321.0,10.0,511.0,994.0
322.0,10.0,512.0,799.0
323.0,10.0,512.0,830.0
324.0,10.0,513.0,907.0
325.0,10.0,518.0,863.0
326.0,10.0,519.0,704.0
327.0,10.0,519.0,830.0
328.0,10.0,523.0,883.0
329.0,10.0,527.0,988.0
330.0,10.0,531.0,825.0
331.0,10.0,532.0,633.0
332.0,10.0,542.0,599.0
333.0,10.0,546.0,969.0
334.0,10.0,549.0,647.0
335.0,10.0,554.0,640.0
336.0,10.0,555.0,679.0
337.0,10.0,557.0,651.0
338.0,10.0,566.0,615.0
339.0,10.0,571.0,988.0
340.0,10.0,594.0,883.0
