2.000000000000000000e+00,4.610000000000000000e+02,8.420000000000000000e+02
2.000000000000000000e+00,4.780000000000000000e+02,7.180000000000000000e+02
3.000000000000000000e+00,3.730000000000000000e+02,6.230000000000000000e+02
3.000000000000000000e+00,3.780000000000000000e+02,6.160000000000000000e+02
3.000000000000000000e+00,3.810000000000000000e+02,6.410000000000000000e+02
3.000000000000000000e+00,3.870000000000000000e+02,6.150000000000000000e+02
3.000000000000000000e+00,3.930000000000000000e+02,6.120000000000000000e+02
3.000000000000000000e+00,3.930000000000000000e+02,6.230000000000000000e+02
3.000000000000000000e+00,3.950000000000000000e+02,6.330000000000000000e+02
3.000000000000000000e+00,3.960000000000000000e+02,6.200000000000000000e+02
3.000000000000000000e+00,4.010000000000000000e+02,6.220000000000000000e+02
3.000000000000000000e+00,4.010000000000000000e+02,7.230000000000000000e+02
3.000000000000000000e+00,4.070000000000000000e+02,7.530000000000000000e+02
3.000000000000000000e+00,4.080000000000000000e+02,6.270000000000000000e+02
3.000000000000000000e+00,4.080000000000000000e+02,7.830000000000000000e+02
3.000000000000000000e+00,4.110000000000000000e+02,7.450000000000000000e+02
3.000000000000000000e+00,4.130000000000000000e+02,6.310000000000000000e+02
3.000000000000000000e+00,4.170000000000000000e+02,6.280000000000000000e+02
3.000000000000000000e+00,4.240000000000000000e+02,8.060000000000000000e+02
3.000000000000000000e+00,4.260000000000000000e+02,7.180000000000000000e+02
3.000000000000000000e+00,4.260000000000000000e+02,8.260000000000000000e+02
3.000000000000000000e+00,4.380000000000000000e+02,6.190000000000000000e+02
3.000000000000000000e+00,4.460000000000000000e+02,6.190000000000000000e+02
3.000000000000000000e+00,4.490000000000000000e+02,6.050000000000000000e+02
3.000000000000000000e+00,4.510000000000000000e+02,6.360000000000000000e+02
3.000000000000000000e+00,4.550000000000000000e+02,6.830000000000000000e+02
3.000000000000000000e+00,4.740000000000000000e+02,6.560000000000000000e+02
3.000000000000000000e+00,4.790000000000000000e+02,6.700000000000000000e+02
3.000000000000000000e+00,4.790000000000000000e+02,8.260000000000000000e+02
3.000000000000000000e+00,4.870000000000000000e+02,6.870000000000000000e+02
3.000000000000000000e+00,4.970000000000000000e+02,6.220000000000000000e+02
3.000000000000000000e+00,5.090000000000000000e+02,6.230000000000000000e+02
3.000000000000000000e+00,5.110000000000000000e+02,7.120000000000000000e+02
4.000000000000000000e+00,2.800000000000000000e+02,6.750000000000000000e+02
4.000000000000000000e+00,3.140000000000000000e+02,6.380000000000000000e+02
4.000000000000000000e+00,3.330000000000000000e+02,6.220000000000000000e+02
4.000000000000000000e+00,3.360000000000000000e+02,7.540000000000000000e+02
4.000000000000000000e+00,3.390000000000000000e+02,7.060000000000000000e+02
4.000000000000000000e+00,3.400000000000000000e+02,5.730000000000000000e+02
4.000000000000000000e+00,3.410000000000000000e+02,7.730000000000000000e+02
4.000000000000000000e+00,3.420000000000000000e+02,6.150000000000000000e+02
4.000000000000000000e+00,3.440000000000000000e+02,6.730000000000000000e+02
4.000000000000000000e+00,3.470000000000000000e+02,6.000000000000000000e+02
4.000000000000000000e+00,3.490000000000000000e+02,7.330000000000000000e+02
4.000000000000000000e+00,3.500000000000000000e+02,6.260000000000000000e+02
4.000000000000000000e+00,3.510000000000000000e+02,6.670000000000000000e+02
4.000000000000000000e+00,3.530000000000000000e+02,6.010000000000000000e+02
4.000000000000000000e+00,3.540000000000000000e+02,6.320000000000000000e+02
4.000000000000000000e+00,3.570000000000000000e+02,6.110000000000000000e+02
4.000000000000000000e+00,3.570000000000000000e+02,7.760000000000000000e+02
4.000000000000000000e+00,3.600000000000000000e+02,6.070000000000000000e+02
4.000000000000000000e+00,3.620000000000000000e+02,6.260000000000000000e+02
4.000000000000000000e+00,3.650000000000000000e+02,7.170000000000000000e+02
4.000000000000000000e+00,3.670000000000000000e+02,7.420000000000000000e+02
4.000000000000000000e+00,3.680000000000000000e+02,5.830000000000000000e+02
4.000000000000000000e+00,3.690000000000000000e+02,7.890000000000000000e+02
4.000000000000000000e+00,3.700000000000000000e+02,6.780000000000000000e+02
