index,axis-0,axis-1,axis-2
124.0,5.0,314.0,643.0
125.0,5.0,315.0,617.0
126.0,5.0,316.0,653.0
127.0,5.0,317.0,672.0
128.0,5.0,317.0,686.0
129.0,5.0,319.0,772.0
130.0,5.0,320.0,679.0
131.0,5.0,320.0,764.0
132.0,5.0,320.0,788.0
133.0,5.0,321.0,615.0
134.0,5.0,323.0,588.0
135.0,5.0,323.0,631.0
136.0,5.0,325.0,576.0
137.0,5.0,326.0,578.0
138.0,5.0,326.0,656.0
139.0,5.0,326.0,774.0
140.0,5.0,327.0,637.0
141.0,5.0,327.0,780.0
142.0,5.0,328.0,747.0
143.0,5.0,331.0,556.0
144.0,5.0,331.0,733.0
145.0,5.0,332.0,668.0
146.0,5.0,336.0,782.0
147.0,5.0,340.0,649.0
148.0,5.0,340.0,816.0
149.0,5.0,341.0,797.0
150.0,5.0,343.0,532.0
151.0,5.0,344.0,805.0
152.0,5.0,345.0,639.0
153.0,5.0,345.0,827.0
154.0,5.0,348.0,532.0
155.0,5.0,351.0,798.0
156.0,5.0,351.0,809.0
157.0,5.0,356.0,551.0
158.0,5.0,356.0,817.0
159.0,5.0,361.0,646.0
160.0,5.0,362.0,770.0
161.0,5.0,362.0,813.0
162.0,5.0,367.0,655.0
163.0,5.0,367.0,690.0
164.0,5.0,372.0,846.0
165.0,5.0,373.0,503.0
166.0,5.0,376.0,512.0
167.0,5.0,378.0,838.0
168.0,5.0,397.0,866.0
169.0,5.0,398.0,872.0
170.0,5.0,401.0,851.0
171.0,5.0,406.0,470.0
172.0,5.0,425.0,906.0
173.0,5.0,430.0,911.0
174.0,5.0,437.0,465.0
175.0,5.0,446.0,879.0
176.0,5.0,459.0,936.0
177.0,5.0,461.0,468.0
178.0,5.0,462.0,887.0
179.0,5.0,487.0,931.0
180.0,5.0,511.0,952.0
181.0,5.0,515.0,902.0
182.0,5.0,519.0,964.0
183.0,5.0,528.0,501.0
184.0,5.0,542.0,867.0
185.0,5.0,552.0,589.0
186.0,5.0,563.0,516.0
187.0,5.0,570.0,828.0
188.0,5.0,585.0,773.0
189.0,6.0,286.0,673.0
190.0,6.0,298.0,740.0
191.0,6.0,302.0,720.0
192.0,6.0,303.0,599.0
193.0,6.0,304.0,581.0
194.0,6.0,315.0,781.0
195.0,6.0,322.0,794.0
196.0,6.0,324.0,526.0
197.0,6.0,346.0,832.0
198.0,6.0,363.0,868.0
199.0,6.0,371.0,857.0
200.0,6.0,374.0,863.0
201.0,6.0,384.0,478.0
202.0,6.0,389.0,469.0
203.0,6.0,389.0,869.0
204.0,6.0,401.0,909.0
205.0,6.0,404.0,900.0
206.0,6.0,407.0,907.0
207.0,6.0,408.0,921.0
208.0,6.0,415.0,931.0
209.0,6.0,419.0,459.0
210.0,6.0,422.0,933.0
211.0,6.0,426.0,895.0
212.0,6.0,440.0,943.0
213.0,6.0,445.0,456.0
214.0,6.0,488.0,961.0
215.0,6.0,498.0,464.0
216.0,6.0,534.0,499.0
217.0,6.0,549.0,867.0
218.0,6.0,558.0,879.0
219.0,7.0,285.0,654.0
220.0,7.0,287.0,647.0
221.0,7.0,289.0,687.0
222.0,7.0,290.0,703.0
223.0,7.0,291.0,712.0
224.0,7.0,292.0,722.0
225.0,7.0,296.0,732.0
226.0,7.0,299.0,749.0
227.0,7.0,303.0,562.0
228.0,7.0,306.0,760.0
229.0,7.0,306.0,767.0
230.0,7.0,309.0,552.0
231.0,7.0,309.0,783.0
232.0,7.0,313.0,791.0
233.0,7.0,317.0,531.0
234.0,7.0,324.0,812.0
235.0,7.0,326.0,520.0
236.0,7.0,334.0,828.0
237.0,7.0,337.0,506.0
238.0,7.0,341.0,499.0
239.0,7.0,346.0,850.0
240.0,7.0,352.0,862.0
241.0,7.0,354.0,865.0
242.0,7.0,359.0,485.0
243.0,7.0,363.0,874.0
244.0,7.0,369.0,478.0
245.0,7.0,376.0,475.0
246.0,7.0,382.0,471.0
247.0,7.0,387.0,902.0
248.0,7.0,407.0,912.0
249.0,7.0,411.0,461.0
250.0,7.0,425.0,942.0
251.0,7.0,431.0,947.0
252.0,7.0,435.0,457.0
253.0,7.0,457.0,455.0
254.0,7.0,461.0,964.0
255.0,7.0,469.0,966.0
256.0,7.0,478.0,456.0
257.0,7.0,478.0,969.0
258.0,7.0,482.0,970.0
259.0,7.0,488.0,460.0
260.0,7.0,511.0,469.0
261.0,7.0,524.0,968.0
262.0,7.0,538.0,967.0
263.0,7.0,562.0,648.0
264.0,7.0,563.0,957.0
265.0,7.0,570.0,556.0
266.0,7.0,596.0,558.0
267.0,7.0,612.0,657.0
268.0,8.0,285.0,642.0
269.0,8.0,286.0,632.0
270.0,8.0,287.0,617.0
271.0,8.0,291.0,640.0
272.0,8.0,293.0,616.0
273.0,8.0,294.0,592.0
274.0,8.0,294.0,639.0
275.0,8.0,295.0,624.0
276.0,8.0,296.0,583.0
277.0,8.0,297.0,612.0
278.0,8.0,300.0,669.0
279.0,8.0,300.0,713.0
280.0,8.0,301.0,686.0
281.0,8.0,301.0,694.0
282.0,8.0,307.0,575.0
283.0,8.0,307.0,630.0
284.0,8.0,307.0,728.0
285.0,8.0,308.0,718.0
286.0,8.0,309.0,772.0
287.0,8.0,312.0,598.0
288.0,8.0,313.0,617.0
289.0,8.0,314.0,536.0
290.0,8.0,315.0,591.0
291.0,8.0,316.0,606.0
292.0,8.0,316.0,653.0
293.0,8.0,318.0,802.0
294.0,8.0,320.0,600.0
295.0,8.0,321.0,526.0
296.0,8.0,321.0,578.0
297.0,8.0,321.0,752.0
298.0,8.0,324.0,612.0
299.0,8.0,324.0,628.0
300.0,8.0,326.0,660.0
301.0,8.0,328.0,512.0
302.0,8.0,328.0,583.0
303.0,8.0,328.0,807.0
304.0,8.0,329.0,641.0
305.0,8.0,330.0,818.0
306.0,8.0,333.0,508.0
307.0,8.0,333.0,835.0
308.0,8.0,337.0,757.0
309.0,8.0,339.0,775.0
310.0,8.0,340.0,839.0
311.0,8.0,342.0,688.0
312.0,8.0,343.0,511.0
313.0,8.0,345.0,511.0
314.0,8.0,345.0,649.0
315.0,8.0,347.0,855.0
316.0,8.0,348.0,696.0
317.0,8.0,349.0,541.0
318.0,8.0,351.0,689.0
319.0,8.0,351.0,720.0
320.0,8.0,356.0,868.0
321.0,8.0,359.0,521.0
322.0,8.0,362.0,490.0
323.0,8.0,365.0,554.0
324.0,8.0,367.0,779.0
325.0,8.0,370.0,663.0
326.0,8.0,371.0,503.0
327.0,8.0,372.0,881.0
328.0,8.0,373.0,695.0
329.0,8.0,376.0,491.0
330.0,8.0,376.0,790.0
331.0,8.0,378.0,513.0
332.0,8.0,378.0,581.0
333.0,8.0,378.0,665.0
334.0,8.0,378.0,871.0
335.0,8.0,380.0,683.0
336.0,8.0,380.0,884.0
337.0,8.0,381.0,648.0
338.0,8.0,382.0,662.0
339.0,8.0,383.0,665.0
340.0,8.0,384.0,504.0
341.0,8.0,385.0,736.0
342.0,8.0,385.0,788.0
343.0,8.0,386.0,865.0
344.0,8.0,387.0,612.0
345.0,8.0,388.0,602.0
346.0,8.0,388.0,835.0
347.0,8.0,391.0,491.0
348.0,8.0,392.0,705.0
349.0,8.0,394.0,718.0
350.0,8.0,395.0,695.0
351.0,8.0,396.0,564.0
352.0,8.0,398.0,683.0
353.0,8.0,399.0,476.0
354.0,8.0,399.0,896.0
355.0,8.0,405.0,478.0
356.0,8.0,406.0,755.0
357.0,8.0,407.0,574.0
358.0,8.0,407.0,764.0
359.0,8.0,410.0,927.0
360.0,8.0,412.0,660.0
361.0,8.0,417.0,673.0
362.0,8.0,419.0,635.0
363.0,8.0,421.0,593.0
364.0,8.0,421.0,927.0
365.0,8.0,424.0,501.0
366.0,8.0,425.0,593.0
367.0,8.0,428.0,926.0
368.0,8.0,430.0,540.0
369.0,8.0,435.0,660.0
370.0,8.0,435.0,888.0
371.0,8.0,436.0,693.0
372.0,8.0,437.0,949.0
373.0,8.0,442.0,573.0
374.0,8.0,444.0,873.0
375.0,8.0,445.0,477.0
376.0,8.0,446.0,582.0
377.0,8.0,448.0,948.0
378.0,8.0,449.0,956.0
379.0,8.0,450.0,595.0
380.0,8.0,450.0,685.0
381.0,8.0,453.0,459.0
382.0,8.0,455.0,766.0
383.0,8.0,464.0,581.0
384.0,8.0,471.0,456.0
385.0,8.0,475.0,689.0
386.0,8.0,475.0,960.0
387.0,8.0,477.0,521.0
388.0,8.0,478.0,474.0
389.0,8.0,483.0,471.0
390.0,8.0,485.0,747.0
391.0,8.0,488.0,485.0
392.0,8.0,495.0,652.0
393.0,8.0,499.0,594.0
394.0,8.0,500.0,661.0
395.0,8.0,501.0,964.0
396.0,8.0,508.0,527.0
397.0,8.0,514.0,599.0
398.0,8.0,515.0,477.0
399.0,8.0,515.0,706.0
400.0,8.0,519.0,483.0
401.0,8.0,523.0,530.0
402.0,8.0,548.0,539.0
403.0,8.0,551.0,661.0
404.0,8.0,555.0,564.0
405.0,8.0,560.0,551.0
406.0,8.0,573.0,609.0
407.0,8.0,581.0,947.0
408.0,8.0,583.0,567.0
409.0,8.0,598.0,927.0
410.0,8.0,603.0,914.0
411.0,8.0,609.0,718.0
412.0,8.0,622.0,846.0
413.0,8.0,643.0,714.0
414.0,9.0,306.0,671.0
415.0,9.0,309.0,688.0
416.0,9.0,320.0,556.0
417.0,9.0,322.0,713.0
418.0,9.0,322.0,780.0
419.0,9.0,323.0,688.0
420.0,9.0,331.0,686.0
421.0,9.0,338.0,801.0
422.0,9.0,341.0,535.0
423.0,9.0,341.0,822.0
424.0,9.0,343.0,802.0
425.0,9.0,346.0,617.0
426.0,9.0,346.0,794.0
427.0,9.0,347.0,713.0
428.0,9.0,350.0,765.0
429.0,9.0,350.0,847.0
430.0,9.0,353.0,646.0
431.0,9.0,356.0,776.0
432.0,9.0,356.0,830.0
433.0,9.0,357.0,511.0
434.0,9.0,360.0,698.0
435.0,9.0,360.0,754.0
436.0,9.0,365.0,639.0
437.0,9.0,367.0,857.0
438.0,9.0,368.0,851.0
439.0,9.0,370.0,490.0
440.0,9.0,370.0,828.0
441.0,9.0,371.0,819.0
442.0,9.0,372.0,807.0
443.0,9.0,373.0,766.0
444.0,9.0,374.0,530.0
445.0,9.0,374.0,836.0
446.0,9.0,376.0,850.0
447.0,9.0,398.0,546.0
448.0,9.0,399.0,831.0
449.0,9.0,403.0,806.0
450.0,9.0,403.0,887.0
451.0,9.0,407.0,486.0
452.0,9.0,407.0,824.0
453.0,9.0,409.0,505.0
454.0,9.0,417.0,499.0
455.0,9.0,417.0,825.0
456.0,9.0,424.0,493.0
457.0,9.0,427.0,862.0
458.0,9.0,432.0,781.0
459.0,9.0,433.0,866.0
460.0,9.0,433.0,897.0
461.0,9.0,438.0,819.0
462.0,9.0,444.0,678.0
463.0,9.0,456.0,880.0
464.0,9.0,458.0,772.0
465.0,9.0,474.0,926.0
466.0,9.0,476.0,930.0
467.0,9.0,480.0,911.0
468.0,9.0,491.0,939.0
469.0,9.0,499.0,858.0
470.0,9.0,501.0,947.0
471.0,9.0,516.0,882.0
472.0,9.0,517.0,897.0
473.0,9.0,539.0,944.0
474.0,9.0,568.0,865.0
475.0,9.0,603.0,882.0
476.0,9.0,609.0,775.0
